,word,urú,prefix,suffix
28876,treanáil,,,áil
28877,Éascaíonn,,,aíonn
28878,Dubhghlas,,,as
28879,n-eisceachtaí,n-,,taí
28880,eadrána,,,na
28881,Phacáistíocht,,,íocht
28882,gcomhdaíodh,g,comh,íodh
28883,chéad-las,,,as
28884,trátaí,,,taí
28885,ateangairí,,,í
28886,clúdaítear,,,ítear
28887,sainmhínithe,,sain,ithe
28888,fhónfaidh,,,faidh
28889,Fianáin,,,in
28890,tionscanta,t,,ta
28891,Cúntaisí,,,í
28892,chomhairle,,,e
28893,scuirfe,,,e
28894,Réitigh,,,tigh
28895,Seoltar,,,tar
28896,Fhórsa,,,sa
28897,gcaolú,g,,ú
28898,idirbheartaíochta,,idir,ta
28899,Natatoria,,,ia
28900,Críostaíthe,,,the
28901,gcuirtí,g,,tí
28902,this,,,is
28903,thráthchoda,,,da
28904,gcreidiúnófar,g,,ófar
28905,luacha,,,acha
28906,Atweetáil,,,áil
28907,Toghthóirí,,,í
28908,Foillseofar,,,far
28909,nascfaidh,,,faidh
28910,uiscí,,,í
28911,dheanfaí,,,aí
28912,beathaisnéisí,,beath,í
28913,gcrann,g,,ann
28914,chreathadh,,,adh
28915,míochaine,,mí,ne
28916,harmchúirte,h,,te
28917,gnáth-scaireanna,,gnáth,eanna
28918,Chreidiúnú,,,ú
28919,n-áirithítear,n-,,ítear
28920,bintiúra,,bi,ra
28921,dhíothaithe,,,aithe
28922,folaíonn,,fo,aíonn
28923,trádálacha,,,acha
28924,iarmartacha,,iar,acha
28925,fuála,,,a
28926,shamplaí,,,aí
28927,téachta,t,,ta
28928,seana-leas,,sean,eas
28929,Iomportálanna,,,anna
28930,tabhaithe,t,,aithe
28931,méadófar,,,ófar
28932,cheadúcháin,,,in
28933,heitlíochta,h,,ta
28934,frith-thruailliú,,frith,iú
28935,d'údaraigh,d',,aigh
28936,n-uasghrádú,n-,uas,ú
28937,bheidh,,,idh
28938,Polaitiúla,,,a
28939,toghchánaíochta,t,,ta
28940,móinéir,,,éir
28941,Gnáththeorainn,,,inn
28942,fabraice,,,e
28943,priontáilte,,,te
28944,iontaofachta,,ion,ta
28945,simpliúcháin,,,in
28946,Coinbhinsúin,,,in
28947,neamhchónaitheach,,neamh,each
28948,gcriosanna,g,,anna
28949,táirgeadh,t,,eadh
28950,banphrionsa,,ban,sa
28951,Cóireálacha,,,acha
28952,chónaisceann,,,eann
28953,dhíomhaointis,,,is
28954,Branda,,,da
28955,comhchoistí,,comh,tí
28956,róbaí,,ró,aí
28957,ghnáthchomhalta,,,ta
28958,dailcheantar,,,tar
28959,naimhdeas,,,eas
28960,corparáidí,,,í
28961,d'infheistíochtaí,d',in,taí
28962,Céilí,,,í
28963,Díoltóra,,,ra
28964,Cealla,,,a
28965,siní,,sin,í
28966,Rialachán,,,achán
28967,Réamh-mheas,,,eas
28968,fhadaithe,,,aithe
28969,Maigh,,,aigh
28970,téada,t,,da
28971,mhótaraithe,,,aithe
28972,Bailchríocha,,,a
28973,Cothromóir,,,óir
28974,Fraincise,,,se
28975,gcaindíochtaí,g,,taí
28976,dteagmháil,d,,áil
28977,cógaisíochta,,,ta
28978,Vinnitsa,,,sa
28979,íthiúlacht,,,acht
28980,printísigh,,,igh
28981,uiríslithe,,,ithe
28982,iontais,,ion,ais
28983,lámhoibre,,,e
28984,scéimre,,,e
28985,Bialainne,,,ne
28986,séala,,,a
28987,laethe,,,the
28988,inleasuithe,,in,ithe
28989,Beannaigh,,,aigh
28990,gclárathóir,g,,thóir
28991,glaineachta,,,ta
28992,shape,,,e
28993,mBuiséad,m,,éad
28994,mhíchearta,,,ta
28995,salainn,,,inn
28996,buicéad,,,éad
28997,aiteanta,,,ta
28998,tharla,,,a
28999,choimisinéara,,,ra
29000,fhairsingíonn,,,íonn
29001,altranas,,,as
29002,scuaine,,,ne
29003,chomhlíonfaidh,,,faidh
29004,Aontaí,,,taí
29005,gConclúidí,g,,í
29006,seinn,,sein,inn
29007,69ú,,,ú
29008,mb'ann,m,,ann
29009,comhthiomsú,,comh,ú
29010,Idir-rialtasach,,,ach
29011,chomhleanúnachas,,,achas
29012,fo-shirriamacha,,fo,acha
29013,Bacopa,,,a
29014,Torann,,,ann
29015,Dúntar,,,tar
29016,Fhionlainn,,,inn
29017,ríomhaireacht,,ríomh,eacht
29018,Claruithe,,,ithe
29019,Chloigín,,,ín
29020,thrasnáisiúnta,,,ta
29021,Lancach,,,ach
29022,t-iostán,t-,,án
29023,chonaíonn,,,aíonn
29024,saibhriú,,,iú
29025,cinntréimhse,,cinn,se
29026,Dearthóir,,,thóir
29027,cuideachtaí,,,taí
29028,Bahçe,,,e
29029,t-aireagán,t-,,agán
29030,léasa,,,sa
29031,mBailitheoir,m,,eoir
29032,caolú,,,ú
29033,níochána,,,na
29034,saorálacha,,,acha
29035,cúlghabhálach,,cúl,ach
29036,Díbhinn,,,inn
29037,mhuilleoltoltóir,,,tóir
29038,sreangaithe,,,aithe
29039,Bailte,,,te
29040,ilghnéitheach,,il,each
29041,eagarthóir,,,thóir
29042,neamh-idirdhealaitheach,,neamh,each
29043,cumhnantaí,,,taí
29044,ndíobhála,n,dí,a
29045,Beifear,,,fear
29046,créachtaíodh,,,íodh
29047,gonta,,,ta
29048,ghníomhachta,,,ta
29049,spúnóga,,,ga
29050,míshásta,,mí,ta
29051,bhaineann,,,eann
29052,comhdaithe,,comh,aithe
29053,riochta,,,ta
29054,buachan,,,chan
29055,Chraolacháin,,,in
29056,sÃ3isialta,,,ta
29057,ceistithe,,,ithe
29058,Cás-staidéir,,,éir
29059,Cairde,,,e
29060,Tslmhaiochta,,,ta
29061,Dlítheangeolaí,,,aí
29062,tuairiscí,t,,í
29063,toillte,t,,te
29064,aistríonn,,ais,íonn
29065,neamhthuillmheach,,neamh,each
29066,ghreillí,,,í
29067,Tógaimid,,,aimid
29068,Uamtha,,,tha
29069,Arkansas,,,as
29070,Comhlachais,,,ais
29071,sraitheach,,,each
29072,d'Ambre,d',,e
29073,áititheoirí,,,í
29074,dtoirmeasctar,d,,tar
29075,gaolmhaireacht,,,eacht
29076,Cheannasaithe,,,aithe
29077,shuíomhanna,,,anna
29078,hiomaíocht,h,,aíocht
29079,Dlighfidh,,,fidh
29080,rósach,,ró,ach
29081,Suiteáil,,,áil
29082,silicósis,,,is
29083,Phríomh-Chathrach,,,ach
29084,oibríocht,,,íocht
29085,pinsin,,,in
29086,seiceálaithe,,,aithe
29087,ngrinnscrúdú,n,,ú
29088,Leanfaidh,,,faidh
29089,chomhiomlán,,,án
29090,thraenáil,,,áil
29091,láidriú,,,iú
29092,Phríomhoide,,,e
29093,luadh,,,adh
29094,mheidh,,,idh
29095,coimeádán,,,án
29096,Athdhearbhaigh,,,aigh
29097,bhFionnlann,bh,,lann
29098,carthannach,,,ach
29099,speicis,,,is
29100,Saoistí,,,tí
29101,gnáthchúnamh,,gnáth,amh
29102,vótáluithe,,,ithe
29103,dhífhostú,,,ú
29104,Cleasanna,,,anna
29105,dhlítheanach,,,ach
29106,tSratha,t,,tha
29107,Etelka,,,a
29108,sistéamach,,,ach
29109,d'íocaíocht,d',,aíocht
29110,idirghníomhaithe,,idir,aithe
29111,Frithchalaoise,,,se
29112,XXú,,,ú
29113,mótar-veananna,,,anna
29114,príntíseach,,,each
29115,urraí,,ur,aí
29116,tráchtaí,,,taí
29117,Eitneach,,,each
29118,neachtar,,,tar
29119,Rúipí,,,í
29120,muirí,,,í
29121,déir,,dé,éir
29122,gcuspóirí,g,,í
29123,gníomhais,,,ais
29124,rún-bhallóid,,,óid
29125,hathnuachainte,h,ath,te
29126,botas,,,tas
29127,glanfháltais,,,ais
29128,próitéiní,,,í
29129,mháthairghnóthas,,,as
29130,Gnéas-bréagáin,,,in
29131,Chaomhna,,,na
29132,dhruidte,,,te
29133,t-oileán,t-,,eán
29134,Dumpáil,,,áil
29135,dhá-bhealach,,,ach
29136,Éireannaí,,,aí
29137,trialtar,,,tar
29138,teaghlachais,t,,ais
29139,Trichóille,,,e
29140,ráthóir,,,thóir
29141,Príomh-Oifigeach,,,each
29142,seamhna,,,na
29143,théacla,,,a
29144,iarrthóir,,iar,thóir
29145,Európska,,,a
29146,Rollóirí,,,í
29147,Phluais,,,ais
29148,roghnós,,ro,ós
29149,Pise,,,se
29150,scannáin,,,in
29151,n-aontófar,n-,aon,ófar
29152,Bistrica-Kašina,,,na
29153,giorta,,,ta
29154,Chomhchoiteanna,,,eanna
29155,logaí,,,aí
29156,tiontódh,t,,ódh
29157,féadann,,,ann
29158,ghiorra,,,ra
29159,dháilitheoirí,,,í
29160,Punann,,,ann
29161,fiafraítear,,fia,ítear
29162,thrádálaithe,,,aithe
29163,neamhfhorbartha,,neamh,tha
29164,dhliteanais,,,ais
29165,chostas,,,tas
29166,tairgeadh,t,,eadh
29167,comhlánófar,,comh,ófar
29168,grafóga,,,ga
29169,Athbhliain,,,in
29170,Choire,,,ire
29171,bia-ainmhithe,,bi,ithe
29172,Dáileoga,,,ga
29173,casfaidh,,,faidh
29174,neamhbhrabúsacha,,neamh,acha
29175,Láithreacht,,,eacht
29176,dhealbhais,,,ais
29177,ghlacfaidh,,,faidh
29178,réamh-triomaítear,,réamh,ítear
29179,píolótach,,,ach
29180,Indiana,,,na
29181,pras,,,as
29182,Dhílsithe,,,ithe
29183,ollduaiseanna,,oll,eanna
29184,líníocht,,,íocht
29185,Amelia,,,ia
29186,Modúlach,,,ach
29187,n-éascraíonn,n-,éa,aíonn
29188,Iarnróid,,,óid
29189,líntighe,,,e
29190,ríomhthráchtála,,ríomh,a
29191,tarmligthe,t,tar,the
29192,comhchuideachtaí,,comh,taí
29193,cúlscríbhinn,,cúl,inn
29194,trasnaithe,,tras,aithe
29195,ceadúcháin,,,in
29196,neamhrialtais,,neamh,ais
29197,Ghnéas,,,as
29198,géaracha,,,acha
29199,fusta,,,ta
29200,n-amharcann,n-,am,ann
29201,scoilteann,,,eann
29202,buille,,,e
29203,n-áitreabhacha,n-,,acha
29204,dtrasuitear,d,tras,ear
29205,atástáil,,,áil
29206,bhforaois,bh,for,is
29207,trioblóidí,,,í
29208,Ríomhchláraitheoir,,,eoir
29209,Comhghuaillíochta,,,ta
29210,fhíoraitheoir,,,eoir
29211,lánchríochnaithe,,,aithe
29212,1850idí,,,í
29213,ceannlitreacha,,ceann,eacha
29214,Aithneoidh,,,idh
29215,Athraithe,,,aithe
29216,thoiliúil,,,úil
29217,ghaolta,,,ta
29218,dhiospóid,,,óid
29219,eisceadh,,,eadh
29220,Coinniollacha,,,acha
29221,chorra,,,ra
29222,teiripe,t,,e
29223,bhFo-rolla,bh,,a
29224,tharmligfeas,,,eas
29225,shaoire,,,ire
29226,conarthaí,,,aí
29227,Catalóinis,,,is
29228,Lánráta,,,ta
29229,pholaitiúil,,,úil
29230,Lánroghnacha,,,acha
29231,Shádach,,,ach
29232,deánfar,,deá,far
29233,oilfhoirmeacha,,,eacha
29234,Phlandaí,,,aí
29235,comhlántach,,comh,ach
29236,Eolaíocht-Iarratas,,,tas
29237,irÁtear,,,ear
29238,Gramadóir,,,adóir
29239,lonnaitheoir,,,eoir
29240,húiseanna,h,,eanna
29241,dea-comhlacht,,dea,acht
29242,féinfhostaíochta,,féin,ta
29243,niarrtar,,,tar
29244,Rí,,,í
29245,Áirigh,,,igh
29246,Directive,,,e
29247,nuatheangacha,,nua,acha
29248,Nuala,,,a
29249,volgende,,,e
29250,d'fhágfadh,d',,fadh
29251,nodaireacht,,,eacht
29252,mhion-díoltóirí,,,í
29253,gcaighdeáin,g,,in
29254,Gnáthchéimeanna,,,eanna
29255,Özduran'a,,,a
29256,garáistí,,gar,tí
29257,creidiúnaí,,,aí
29258,Comh-imlonnú,,,ú
29259,Bhíobla,,,a
29260,d'athláimhsiú,d',ath,iú
29261,díothaithe,,dí,aithe
29262,tarchuradóir,t,tar,adóir
29263,ainmliosta,,ain,ta
29264,bhfuaim,bh,,aim
29265,dúshlán,,dú,án
29266,seicheamh,,,amh
29267,thaifeadadh,,,adh
29268,tuile,t,,e
29269,tonnadóirí,t,,í
29270,ocsaigionáití,,,tí
29271,phearsanta,,,ta
29272,mhargadh-luach,,,ach
29273,cothromú,,,ú
29274,comhleanúintí,,comh,tí
29275,ngléas,n,,as
29276,carcanaiginí,,carcana,í
29277,fiachas,,fia,achas
29278,cleachtadh,,,adh
29279,chomharchumann,,,ann
29280,nithe,,,ithe
29281,Phailistín,,,ín
29282,n-pearsantacht,,,tacht
29283,fíorchairde,,fíor,e
29284,Déantúsóirí,,,í
29285,Niamh,,,amh
29286,bhuansannadh,,,adh
29287,aon-lárnach,,aon,ach
29288,Saighdiúirí,,,í
29289,mbarróga,m,barr,ga
29290,fhéin-tógáil,,,áil
29291,híoslodáil,h,íos,áil
29292,buiniscionn,,,nn
29293,fhoghlaim,,,aim
29294,Postálfaidh,,,faidh
29295,chosantóirí,,,í
29296,chaithte,,,te
29297,d'athfheistiú,d',ath,iú
29298,Easpa,,,a
29299,toiliúil,t,,úil
29300,hÍoslainne,h,,ne
29301,bpoitigéirí,b,,í
29302,Ispíní,,,í
29303,bladhmadh,,,adh
29304,míréasúnach,,mí,ach
29305,infheistiú,,in,iú
29306,Sete-Paris,,,is
29307,Ráithiúil,,,úil
29308,caidéalaithe,,,aithe
29309,cholscairtear,,,ear
29310,Míchumas,,,as
29311,phointí,,,tí
29312,dídean,,dí,an
29313,Soláthrófar,,,ófar
29314,lógónna,,,na
29315,achrann,,,ann
29316,dleacht,,,eacht
29317,Éiríodh,,,íodh
29318,ábhartha,,,tha
29319,Yiannakis,,,is
29320,heite,h,,te
29321,cinnteoireacht,,cinn,eacht
29322,Chruinnithe,,,ithe
29323,muinisean,,,sean
29324,réanna,,réa,anna
29325,Pharlaiminteach,,,each
29326,uaireadóirí,,,í
29327,athmhúnlú,,ath,ú
29328,Ráiteas,,,eas
29329,anailísíocht,,ana,íocht
29330,nathracha,,,acha
29331,Cartán,,,án
29332,Tionólfaidh,,,faidh
29333,nGroighealach,n,,ach
29334,fíor-shásta,,fíor,ta
29335,creagach,,,ach
29336,Cuain,,,in
29337,Erdosteine,,,ne
29338,Anubias,,,as
29339,príobháideachas,,,achas
29340,blaincéad,,,éad
29341,soláthartha,,so,tha
29342,tibia,t,,ia
29343,breisiú,,,iú
29344,ndéanamh,n,dé,amh
29345,luas,,,as
29346,chomhpháirteanna,,,eanna
29347,fuílligh,,,igh
29348,Monaróirí,,,í
29349,chaithfeas,,,eas
29350,Spáinn,,,inn
29351,fhócas,,,as
29352,neamh-inbhuanaithe,,neamh,aithe
29353,chorparáideacha,,,eacha
29354,amháin,,am,in
29355,Luath-Óige,,,e
29356,seamanna,,,anna
29357,d'eagraíochtaí,d',,taí
29358,éileamh,,,amh
29359,Tiomnachtaí,,,taí
29360,haghaidh,h,,aidh
29361,phlandála,,,a
29362,idirnascacht,,idir,acht
29363,secrédeachta,,,ta
29364,críonna,,,na
29365,cóineasú,,,ú
29366,chúlghairmfidh,,,fidh
29367,ráille,,,e
29368,cláruithe,,,ithe
29369,bíge,,,e
29370,mí-ábalta,,mí,ta
29371,Marcáil,,,áil
29372,atóg,,,óg
29373,bhfíorláithreach,bh,fíor,each
29374,foscailte,,fo,te
29375,atá'ullamh,,,amh
29376,dhoiciméadacht,,,acht
29377,críochnaíodh,,,íodh
29378,toilú,t,,ú
29379,mbeifar,m,,far
29380,thriailte,,,te
29381,feistí,,,tí
29382,Seandroichead,,,ad
29383,Ilchuspóireach,,,each
29384,Molta,,,ta
29385,cothabhálaí,,,aí
29386,Bronnaimid,,,aimid
29387,dlíthúla,,,a
29388,cógaslainne,,,ne
29389,Rannchuideoidh,,,idh
29390,théama,,,a
29391,droch-shúile,,droch,e
29392,sanna,,,anna
29393,beoga,,,ga
29394,mheasfaí,,,aí
29395,Formhuirear,,,ear
29396,Armán,,,án
29397,slaodacht,,,acht
29398,shochorraithe,,,aithe
29399,Cosain,,,in
29400,gnáthuítear,,gnáth,ítear
29401,Tionóltar,,,tar
29402,díolphointe,,dí,te
29403,Spiorad,,,ad
29404,Seilbhe,,,e
29405,Lámhdhéanta,,,ta
29406,iolraitheoirí,,,í
29407,Comhdaíodh,,,íodh
29408,eolairí,,eo,í
29409,Airtéirigh,,,igh
29410,Míosúil,,,úil
29411,seánra,,,ra
29412,Leithdháileadh,,,eadh
29413,theastáionn,,,nn
29414,sighniú,,,iú
29415,feasacháin,,,in
29416,cogaidh,,,aidh
29417,Shine,,,ne
29418,hainmniúcháin,h,ain,in
29419,hómós,h,,ós
29420,Phreasráitis,,,is
29421,phictiúrlann,,,lann
29422,Cháilithe,,,ithe
29423,mhuirearúcháin,,,in
29424,muirearacha,,,acha
29425,ionrátuithe,,ion,ithe
29426,d'eagrú,d',,ú
29427,áiteanna,,,eanna
29428,Idioma,,,a
29429,aireacht,,,eacht
29430,fundúireachtaí,,,taí
29431,cháis,,,áis
29432,bpríosúin,b,,in
29433,phrionta,,,ta
29434,Paidrín,,,ín
29435,gColáistí,g,,tí
29436,chearta,,,ta
29437,marbhófar,,,ófar
29438,Fheachtais,,,ais
29439,driogairí,,,í
29440,jabroinnteoir,,,eoir
29441,Déileálfar,,,far
29442,mbanchéile,m,ban,e
29443,shlogtar,,,tar
29444,aontóidh,,aon,óidh
29445,Fraincis,,,is
29446,gcinneann,g,cinn,eann
29447,t-aicsean,t-,,sean
29448,dhlúthchomhar,,,mhar
29449,tíotáiniam-cumhdaithe,t,,aithe
29450,gnáthchoigistiú,,gnáth,iú
29451,aibítreach,,,each
29452,Chósta,,,ta
29453,bhfochóras,bh,fo,as
29454,bbcworldservice,,,e
29455,ghrádaithe,,,aithe
29456,Leasúcháin,,,in
29457,Chleachtas,,,tas
29458,milseog,,,eog
29459,t-eisiamh,t-,eisi,amh
29460,míle,,mí,e
29461,múnlaithe,,,aithe
29462,sábhálann,,,lann
29463,bhun-iarratas,,,tas
29464,Iarla,,,a
29465,Coimisínéirí,,,í
29466,hiomaitheoirí,h,,í
29467,cuasach,,,ach
29468,chuideachtain,,,in
29469,mionchruinn,,mion,inn
29470,gCanbhéigeolaíochta,g,,ta
29471,bhéarfaidh,,,faidh
29472,17ú,,,ú
29473,dtaighdeoirí,d,,í
29474,carrchlóis,,,óis
29475,luchtaíonn,,,aíonn
29476,neamhcheangailte,,neamh,te
29477,gcúinse,g,,se
29478,rannpháirtiú,,,iú
29479,dineadh,,,eadh
29480,Buiséad,,,éad
29481,iasachtóirí,,,í
29482,gcionmhaireachta,g,,ta
29483,lachta,,lacht,ta
29484,d'fhoilsiú,d',,iú
29485,cinéiteach,,,each
29486,gcaingin,g,,gin
29487,Préimheanna,,,eanna
29488,bheorach,,,ach
29489,contúirteacha,,,eacha
29490,Tsín,,,ín
29491,Chrysin,,,in
29492,réamhphacáilte,,réamh,te
29493,comhréireacha,,comh,eacha
29494,sraithDa,,,a
29495,Cáilíochtaí,,,taí
29496,tarscaoileadh,t,tar,eadh
29497,ardaitheoir,,ard,eoir
29498,fhichead,,,ad
29499,chómhaoiniú,,,iú
29500,Fostaí,,,taí
29501,rialaigh,,,aigh
29502,suibiachtúla,,,a
29503,toirtíle,t,,e
29504,dheocha,,,a
29505,shíochána,,,na
29506,Sciatháin,,,in
29507,anmBileog,,an,eog
29508,Spraeáil,,,áil
29509,geilitín,,,ín
29510,Ghníomhaíochta,,,ta
29511,trellis,,,is
29512,buanorduithe,,buan,ithe
29513,torthóg,t,,óg
29514,dhíláraithe,,,aithe
29515,Sabhaircín,,,ín
29516,choimhdeach,,,each
29517,caighdeánach,,,ach
29518,Molann,,,lann
29519,déanta,,dé,ta
29520,Íogaireacht,,,eacht
29521,tromghortuithe,,,ithe
29522,volumetrach,,,ach
29523,taibhseach,t,,each
29524,nósimeachta,,,ta
29525,bhfeidhmiúchán,bh,,án
29526,bileoga,,bi,ga
29527,mhairfadh,,,fadh
29528,easnamh,,eas,amh
29529,Leigheasanna,,,anna
29530,cáirde,,,e
29531,diongbháilte,,,te
29532,fhéimheach,,,each
29533,leagacha,,,acha
29534,ghainmheach,,,each
29535,Fálta,,,ta
29536,frámaí,,,aí
29537,dámha,,dá,a
29538,ábalta,,,ta
29539,dtógfadh,d,,fadh
29540,naoidhean,,,an
29541,foraoisí,,for,í
29542,Ciontófar,,,ófar
29543,Trachtála,,,a
29544,fighe,,,e
29545,leithreasaí,,,aí
29546,ionchuimsitheacha,,ion,eacha
29547,gcumhachtaítear,g,,ítear
29548,Airgead,,,ad
29549,ghreamaitheora,,,ra
29550,Aosaithe,,,aithe
29551,chineálcheadú,,,ú
29552,luafadh,,,fadh
29553,chuimhniú,,,iú
29554,lotnaidicídí,,,í
29555,maoin-bhith-dhíghrádaithe,,,aithe
29556,Céibhe,,,e
29557,céad-toghfar,,céad,far
29558,dócmhainneachtaí,,dó,taí
29559,Ghaeltachta,,,ta
29560,brúite,,,te
29561,feirme,,,e
29562,tSualainn,t,,inn
29563,bhuntréimhse,,,se
29564,bparóistí,b,,tí
29565,míonna,,mí,na
29566,fíorúcháin,,fíor,in
29567,tabharfaidh,t,,faidh
29568,uillinn,,,inn
29569,athsheoltóra,,ath,ra
29570,sean-nós,,sean,ós
29571,leagadh,,,adh
29572,mhíonna,,,na
29573,Máire,,,ire
29574,dhoirteann,,,eann
29575,bhfoirse,bh,fo,se
29576,Dlí-Eolaíochta,,,ta
29577,óstán,,,án
29578,itheann,,,eann
29579,post-vótáluithe,,,ithe
29580,forsaí,,for,aí
29581,chreidiúint,,,úint
29582,meitéareolaithe,,,aithe
29583,Phinsin,,,in
29584,ghearrliosta,,,ta
29585,stocáil,,,áil
29586,lia-chleachtóir,,,tóir
29587,t-iompróir,t-,,óir
29588,tuairiscítear,t,,ítear
29589,an-áthas,,an,as
29590,fuasclóidh,,,óidh
29591,cháithníní,,,í
29592,républicain,,ré,in
29593,tuille,t,,e
29594,conraitheoir,,,eoir
29595,Sicile,,,e
29596,inchomórtais,,in,ais
29597,chonarthaigh,,,aigh
29598,fallsa,,,sa
29599,rialaithí,,,í
29600,creidiúnacha,,,acha
29601,meitéareolaíochta,,,ta
29602,Anailíse-Sainchomhartha,,,tha
29603,26adh,,,adh
29604,neamh-mhonaplachta,,neamh,ta
29605,ámharach,,,ach
29606,éilitheoir,,,eoir
29607,n-aiseolas,n-,ais,as
29608,Seachtracha,,,acha
29609,Ardrúnaíocht,,,aíocht
29610,Líníocht,,,íocht
29611,t-ógfhear,t-,,ear
29612,Tacaí,,,aí
29613,formhuirearú,,for,ú
29614,Somáile,,,e
29615,foinsíodh,,fo,íodh
29616,athchomharcaigh,,ath,aigh
29617,luamháin,,,in
29618,graim,,,aim
29619,éisteoirí,,,í
29620,Cúigiú,,,iú
29621,dholáimhsithe,,,ithe
29622,Phóilíneacht,,,eacht
29623,pholaiteoir,,,eoir
29624,IIa,,,a
29625,Maoineofar,,,far
29626,hÚsáideach,h,,each
29627,Carachtar,,,tar
29628,idirlín,,idir,ín
29629,hítimí,h,,í
29630,Armchúirte,,,te
29631,mBuanionadaithe,m,,aithe
29632,Fhoras,,,as
29633,Lochlannach,,,ach
29634,treorach,,,ach
29635,Óipiam,,,iam
29636,príomhtháirgí,,príomh,í
29637,shlabhra,,,ra
29638,Ais,,,is
29639,PortAventura,,,ra
29640,aoileach,,,each
29641,híocaíochta,h,,ta
29642,Saobhadh,,,adh
29643,shaotharlann,,,lann
29644,donn,,,nn
29645,Ceathrachad,,,ad
29646,Tuismitheora,,,ra
29647,bhranda,,,da
29648,nduaiseanna,n,,eanna
29649,roinnteoir,,ro,eoir
29650,thuairiscí,,,í
29651,ghátar,,,tar
29652,n-eispéiris,n-,,is
29653,Ceanglas,,,as
29654,bhaineadh,,,eadh
29655,Lúibíní,,,í
29656,n-iniúchfar,n-,in,far
29657,30adh,,,adh
29658,mhothaíonn,,,aíonn
29659,luighfidh,,,fidh
29660,t-aturnae,t-,,e
29661,hoblagáidí,h,,í
29662,feadánacht,,,acht
29663,threoróidh,,,óidh
29664,bhordáil,,,áil
29665,Teicneolaíochta,,,ta
29666,Eisíoca,,,a
29667,príntíseachta,,,ta
29668,macrairgeadais,,macra,ais
29669,scrúdaíonn,,,aíonn
29670,tháirgeadh,,,eadh
29671,athchaipitliú,,ath,iú
29672,fhaighimid,,,imid
29673,treillis,,,is
29674,treasach,,,ach
29675,anuraidh,,an,aidh
29676,mórthreoirlínte,,mór,te
29677,fásaimid,,,aimid
29678,híocaíocht,h,,aíocht
29679,brunette,,,te
29680,Tosú,,,ú
29681,athéisteachta,,ath,ta
29682,eadar-institiúideach,,,each
29683,leictrealú,,leictrea,alú
29684,meileadh,,,eadh
29685,fhormheas,,,eas
29686,neamhsceidealta,,neamh,ta
29687,cuibheacha,,,eacha
29688,Cruthaíodh,,,íodh
29689,déilealfar,,dé,far
29690,Taitneamh,,,amh
29691,chluichí,,,í
29692,Chuntaois,,,is
29693,Tharmligean,,,an
29694,dtalamh,d,,amh
29695,dhóchúil,,,úil
29696,róchrua,,ró,a
29697,d'fhaighteoir,d',,eoir
29698,céimí,,,í
29699,miondíoltóir,,mion,tóir
29700,dhéimeagrafach,,,ach
29701,phríomhchomórtas,,,tas
29702,Gliogáil,,,áil
29703,cumhach,,,ach
29704,tobac-te,t,,te
29705,tíolacas,t,,as
29706,an-tíre,,an,e
29707,Nílim,,,im
29708,Wanda,,,da
29709,eachtraí,,,traí
29710,fhóillíocht,,,íocht
29711,Scagáin,,,in
29712,saolaíodh,,,íodh
29713,phlandáiltear,,,ear
29714,dumpairí,,,í
29715,Bhallstáit,,,áit
29716,frith-ailse,,frith,se
29717,Tuairisceáin,,,in
29718,Éigeandála,,,a
29719,idirmheánaigh,,idir,aigh
29720,Catalónaigh,,,aigh
29721,pléidhfear,,,fear
29722,múnlaíodh,,,íodh
29723,luasteorainneacha,,,eacha
29724,Muineacháin,,,in
29725,AFCProgramme,,,e
29726,fíneálacha,,,acha
29727,cuntasaíocht,,,aíocht
29728,mile,,,e
29729,t-adamh,t-,,amh
29730,comhchónaitheoraí,,comh,aí
29731,Scania,,,ia
29732,mhór-choda,,,da
29733,thaca,,,a
29734,Feachtais,,,ais
29735,grúpchuideachtaí,,grúp,taí
29736,Pomona,,,na
29737,Mhatánach,,,ach
29738,blonde,,,e
29739,phríomhimeachtaí,,,taí
29740,Saolra,,,ra
29741,buntogra,,bun,ra
29742,comhreofar,,comh,far
29743,jolie,,,e
29744,geallghlacadóir,,,adóir
29745,Príomhthorthaí,,,aí
29746,siad,,,ad
29747,cruinneas-luas,,,as
29748,bintiúraigh,,bi,aigh
29749,torann,t,,ann
29750,Bronntar,,,tar
29751,insealbhú,,in,ú
29752,sreafaí,,,aí
29753,aeriúcháin,,aer,in
29754,dheisiúcháin,,,in
29755,mbainteacht,m,bain,eacht
29756,malairte,,,te
29757,comhárachóir,,comh,óir
29758,linéadaigh,,,aigh
29759,hEochagáin,h,,in
29760,Infheidhme,,,e
29761,torainn,t,,inn
29762,fhomhíre,,,e
29763,táirge,t,,e
29764,gheobhfar,,,far
29765,Soilsiú,,,iú
29766,siompóisiam,,,iam
29767,éiceach,,éicea,each
29768,bPáras,b,,as
29769,radharcra,,,ra
29770,éilitheora,,,ra
29771,Fuaimeoirí,,,í
29772,fuaimeann,,,eann
29773,Bheartais,,,ais
29774,Mhalairtí,,,tí
29775,polagánach,,pola,ach
29776,IVa,,,a
29777,tiomsaíodh,t,,íodh
29778,hEilbhéise,h,,se
29779,shiúcra,,,ra
29780,hionchúiseamh,h,ion,amh
29781,fóntais,,,ais
29782,Babhtaí,,,taí
29783,stalla-cheadúnas,,,únas
29784,Vike,,,e
29785,shíolraí,,,aí
29786,Lamháltas,,,tas
29787,clainn,,,inn
